,Area Code,Year Code,Gender Code,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PAFpercent
387,0,2,1,5848,5,5,1015211,576,592,78,2443,42,239,43799,46,53
388,0,3,1,5768,6,6,1023255,564,561,78,2424,42,231,42519,44,52
389,0,4,1,6058,5,5,1036042,585,568,79,2489,41,233,42860,44,52
390,0,0,1,1792,5,5,278660,643,689,74,904,50,306,17807,67,56
391,0,1,1,1956,4,4,274356,713,751,75,967,49,327,18709,72,59
392,0,2,1,1852,5,5,273816,676,688,75,904,49,298,16215,62,57
393,0,3,1,1899,5,5,273420,694,678,74,976,51,319,17821,69,58
394,0,4,1,1913,6,6,273193,700,664,74,958,50,308,17032,66,56
395,0,0,1,908,5,5,111067,818,693,79,354,39,281,5226,50,54
396,0,1,1,944,4,4,112465,839,702,78,381,40,301,6105,58,53
397,0,2,1,955,5,5,114081,837,685,78,393,41,298,5936,56,51
398,0,3,1,896,5,5,115775,774,623,79,340,38,248,5042,47,54
399,0,4,1,1037,5,5,117517,882,714,79,406,39,299,6537,60,53
400,0,0,1,1449,5,5,144292,1004,794,77,624,43,337,9381,70,52
401,0,1,1,1419,4,4,143748,987,762,76,656,46,351,9386,70,53
402,0,2,1,1436,5,5,144467,994,744,77,615,43,317,8710,65,50
403,0,3,1,1324,4,4,145655,909,677,77,560,42,299,8299,62,53
404,0,4,1,1371,5,5,146923,933,667,77,588,43,304,8728,65,52
405,0,0,1,364,5,5,76734,474,878,68,230,63,334,4596,61,65
406,0,1,1,328,4,4,77659,422,728,69,223,68,331,4002,53,58
407,0,2,1,315,6,6,78483,401,648,66,217,69,305,4555,59,65
408,0,3,1,305,5,5,77956,391,650,70,187,61,262,3855,51,54
409,0,4,1,373,4,4,77114,484,787,71,227,61,316,4181,56,60
410,0,0,1,311,5,5,51180,608,1012,57,264,85,636,6929,137,65
411,0,1,1,255,4,4,50017,510,897,59,207,81,499,5069,103,59
412,0,2,1,313,5,5,50072,625,1054,58,259,83,624,6578,134,61
413,0,3,1,305,4,4,50032,610,998,59,241,79,565,6007,122,61
414,0,4,1,295,6,6,49956,590,902,59,239,81,552,6235,127,66
415,0,0,1,948,4,4,196237,483,568,77,409,43,219,7550,40,51
416,0,1,1,926,5,5,199780,464,539,78,380,41,200,6740,35,48
417,0,2,1,1187,4,4,204055,582,665,78,486,41,251,8632,44,50
418,0,3,1,1071,4,4,207964,515,582,79,421,39,209,7978,40,51
419,0,4,1,987,4,4,210971,468,516,79,395,40,193,6784,34,52
430,0,0,1,81330,5,5,11827652,688,653,78,33425,41,269,565266,51,52
431,0,1,1,81867,6,6,12003039,682,637,78,33156,40,261,552523,49,52
432,0,2,1,82858,5,5,12203770,679,625,78,33381,40,256,552351,48,52
433,0,3,1,82320,5,5,12391042,664,602,78,33419,41,250,546730,47,51
434,0,4,1,88346,4,4,12581355,702,626,78,35983,41,265,600028,51,51
435,0,0,0,14438,6,6,2482921,582,437,85,3499,24,141,57538,25,47
436,0,1,0,14191,4,4,2529431,561,420,85,3450,24,135,56353,24,48
437,0,2,0,13782,4,4,2585908,533,399,85,3344,24,128,52921,22,47
438,0,3,0,13991,6,6,2627617,532,399,85,3548,25,132,56396,23,44
439,0,4,0,14802,5,5,2670280,554,414,85,3875,26,141,61411,25,44
440,0,0,0,11894,6,6,1356673,877,505,84,3081,26,187,46327,38,51
441,0,1,0,12001,6,6,1369620,876,501,84,3126,26,186,45971,37,48
442,0,2,0,11671,6,6,1381004,845,475,84,2941,25,169,41436,33,48
443,0,3,0,11794,6,6,1392872,847,479,84,3071,26,176,44478,35,47
444,0,4,0,12225,6,6,1403708,871,486,84,3164,26,178,45191,36,47
445,0,0,0,13437,4,4,2321359,579,433,85,3190,24,138,52661,24,46
446,0,1,0,13146,4,4,2386059,551,415,85,3278,25,137,52841,24,48
447,0,2,0,13537,4,4,2450177,552,414,85,3270,24,132,53769,24,46
448,0,3,0,12727,4,4,2508867,507,380,85,3232,25,127,51649,22,46
449,0,4,0,14059,4,4,2563488,548,410,85,3655,26,140,59229,25,47
450,0,0,0,6407,6,6,723763,885,505,85,1545,24,173,21785,33,49
451,0,1,0,6301,5,5,736057,856,492,84,1585,25,175,23806,36,47
452,0,2,0,6368,6,6,745405,854,487,85,1643,26,176,24387,36,50
453,0,3,0,6158,6,6,755385,815,462,85,1583,26,165,22873,34,49
454,0,4,0,6657,5,5,765620,870,493,84,1724,26,176,24056,35,47
455,0,0,0,6419,4,4,1167759,550,461,84,1808,28,156,30073,27,49
456,0,1,0,6245,4,4,1192145,524,438,84,1820,29,152,30945,28,48
457,0,2,0,6916,4,4,1217967,568,473,84,2012,29,163,34025,30,48
458,0,3,0,6390,6,6,1244600,513,425,84,1893,30,148,30823,26,48
459,0,4,0,6929,5,5,1272140,545,448,84,2026,29,154,34118,29,47
460,0,0,0,7769,4,4,1235494,629,470,83,2367,30,172,41387,36,51
461,0,1,0,7528,5,5,1249834,602,441,83,2296,30,162,38152,33,48
462,0,2,0,7950,4,4,1267458,627,452,83,2380,30,163,38550,33,50
463,0,3,0,7864,4,4,1285660,612,432,83,2387,30,158,36816,31,48
464,0,4,0,8241,5,5,1303534,632,439,83,2516,30,163,38376,32,49
465,0,0,0,5177,4,4,666983,776,469,85,1175,23,160,18752,31,48
466,0,1,0,4978,5,5,672618,740,444,86,1129,23,152,18509,30,49
467,0,2,0,5214,6,6,678397,769,458,86,1250,24,162,19422,31,43
468,0,3,0,4933,5,5,684351,721,428,85,1192,24,150,17349,28,44
469,0,4,0,5093,5,5,691215,737,434,86,1213,24,152,18463,29,43
470,0,0,0,1643,4,4,192163,855,485,84,449,27,185,6701,39,52
471,0,1,0,1559,6,5,193348,806,451,85,422,27,170,6199,36,47
472,0,2,0,1739,6,6,193690,898,493,85,434,25,171,6290,36,49
473,0,3,0,1651,5,5,194294,850,469,83,497,30,190,7105,41,41
474,0,4,0,1722,6,6,195220,882,475,84,448,26,172,6271,36,47
475,0,0,0,5293,5,5,1000899,529,424,84,1468,28,147,25025,27,48
476,0,1,0,5448,6,6,1011651,538,425,85,1389,26,136,23199,24,49
477,0,2,0,5324,4,4,1022691,521,406,85,1491,28,142,25224,26,50
478,0,3,0,5446,5,5,1035313,526,404,84,1502,28,138,24114,25,47
479,0,4,0,5570,5,5,1049931,530,398,85,1473,26,133,24897,26,48
480,0,0,0,1446,5,5,263075,550,494,81,543,38,196,10294,42,55
481,0,1,0,1505,5,5,262359,574,511,81,552,37,200,11257,46,57
482,0,2,0,1397,5,5,262475,532,458,80,526,38,183,9394,38,53
483,0,3,0,1457,4,4,262193,556,467,80,550,38,191,10353,42,50
484,0,4,0,1430,5,5,262343,545,440,81,491,34,165,8929,36,56
485,0,0,0,952,4,4,112435,847,530,85,245,26,187,3800,37,51
486,0,1,0,944,4,4,113448,832,525,84,274,29,205,4242,41,49
487,0,2,0,1031,5,5,115179,895,553,85,276,27,201,4123,39,49
488,0,3,0,877,6,6,116916,750,476,83,237,27,170,3534,33,45
489,0,4,0,963,6,6,118619,812,490,85,246,26,167,3196,30,53
490,0,0,0,1316,5,5,147323,893,561,82,388,30,200,5384,40,47
491,0,1,0,1281,6,6,147853,866,539,83,385,30,199,5501,41,46
492,0,2,0,1341,5,5,148683,902,544,83,389,29,192,5362,40,47
493,0,3,0,1177,5,5,149952,785,473,83,345,29,170,4749,35,50
494,0,4,0,1280,6,6,151398,846,505,82,401,31,194,5480,40,45
495,0,0,0,209,5,5,68180,306,537,69,127,61,216,2734,41,50
496,0,1,0,190,5,5,69443,274,494,72,105,55,187,2039,30,51
497,0,2,0,207,6,6,70436,294,509,72,113,55,186,2622,38,54
498,0,3,0,199,5,5,70440,282,485,75,98,49,158,1870,27,52
499,0,4,0,212,6,6,70141,302,477,71,115,54,179,2652,39,55
500,0,0,0,249,5,5,48598,512,876,60,185,74,467,4838,101,62
501,0,1,0,233,5,5,48559,480,858,64,168,72,445,4040,85,56
502,0,2,0,243,6,6,48526,501,763,60,190,78,456,4660,98,59
503,0,3,0,255,5,5,48630,524,859,63,185,72,461,4270,90,64
504,0,4,0,210,5,5,48718,431,689,62,151,72,369,3766,79,62
505,0,0,0,904,5,5,199576,453,408,84,266,29,136,4503,24,45
506,0,1,0,910,4,4,203324,448,401,84,251,28,126,4420,23,49
507,0,2,0,1128,5,5,207970,542,478,85,292,26,142,4816,25,46
508,0,3,0,1049,5,5,212415,494,436,84,295,28,140,5392,27,52
509,0,4,0,1043,4,4,215733,484,417,85,262,25,119,4089,20,44
520,0,0,0,77722,5,5,11988343,648,464,84,20456,26,160,335009,30,49
521,0,1,0,76637,6,6,12187868,629,448,84,20368,27,155,330634,29,48
522,0,2,0,78051,5,5,12398090,630,445,85,20698,26,153,330401,29,48
523,0,3,0,76173,5,5,12591646,605,426,84,20770,27,150,325077,28,47
524,0,4,0,80955,5,5,12784216,633,442,84,22007,27,155,344865,29,47
525,0,0,2,28884,4,4,4930189,586,514,82,9261,32,190,154538,33,49
526,0,1,2,28564,5,5,5024923,568,496,82,9063,32,181,147028,31,50
527,0,2,2,28210,6,6,5136919,549,477,82,8876,32,173,145390,30,48
528,0,3,2,28720,4,4,5225098,550,475,82,9372,33,178,152392,31,47
529,0,4,2,29961,5,5,5312163,564,482,82,9773,33,182,159733,32,47
530,0,0,2,24570,5,5,2685979,915,607,81,8205,33,253,125165,51,51
531,0,1,2,25015,6,6,2707935,924,607,81,8273,33,250,125268,51,50
532,0,2,2,24432,4,4,2731017,895,578,81,8010,33,236,118217,48,50
533,0,3,2,24740,5,5,2755070,898,576,81,8197,33,238,120416,48,50
534,0,4,2,25935,5,5,2777654,934,592,81,8539,33,245,126898,50,49
535,0,0,2,26779,5,5,4586012,584,508,82,8193,31,182,137467,32,48
536,0,1,2,26430,5,5,4714387,561,488,82,8221,31,177,139292,32,50
537,0,2,2,26829,5,5,4843928,554,478,83,8091,30,168,133519,29,50
538,0,3,2,25484,4,4,4964713,513,441,83,7947,31,160,130908,28,49
539,0,4,2,29173,4,4,5078193,574,492,82,9514,33,188,164527,35,49
540,0,0,2,13045,4,4,1436310,908,602,82,4141,32,236,61742,47,50
541,0,1,2,12923,5,5,1458785,886,583,82,4047,31,227,61635,46,50
542,0,2,2,12865,5,5,1477678,871,567,82,4131,32,226,62447,46,52
543,0,3,2,12649,5,5,1497306,845,545,82,4043,32,214,58431,43,51
544,0,4,2,13968,5,5,1517846,920,597,81,4724,34,252,71899,52,50
545,0,0,2,12981,5,5,2318653,560,546,81,4694,36,206,82934,38,52
546,0,1,2,12957,6,6,2362672,548,527,80,4772,37,203,82767,37,51
547,0,2,2,13874,4,4,2412517,575,547,80,5057,36,208,86733,38,51
548,0,3,2,13222,4,4,2461597,537,506,80,4889,37,196,83154,36,50
549,0,4,2,14196,6,6,2514184,565,524,80,5151,36,200,88371,37,50
550,0,0,2,16672,5,5,2459039,678,564,80,6287,38,230,108699,47,54
551,0,1,2,16584,4,4,2482480,668,543,80,6240,38,222,103994,45,51
552,0,2,2,17575,5,5,2515112,699,556,80,6484,37,225,107465,46,53
553,0,3,2,17519,4,4,2547827,688,538,80,6582,38,222,105562,45,51
554,0,4,2,18146,6,6,2580326,703,536,80,6729,37,220,105103,44,52
555,0,0,2,10090,5,5,1313419,768,549,83,2987,30,209,48285,40,49
556,0,1,2,9845,5,5,1324057,744,525,83,2919,30,201,47693,39,50
557,0,2,2,10310,5,5,1334438,773,541,83,3181,31,213,50155,41,48
558,0,3,2,9984,5,5,1345860,742,514,83,3062,31,201,46666,38,44
559,0,4,2,10234,5,5,1359760,753,517,83,3105,30,202,48906,39,44
560,0,0,2,3540,5,5,387249,914,596,81,1237,35,254,19037,54,52
561,0,1,2,3467,4,4,388786,892,567,81,1236,36,244,17897,50,51
562,0,2,2,3716,5,5,389485,954,599,81,1260,34,249,18824,53,52
563,0,3,2,3558,5,5,390667,911,561,80,1270,36,242,18557,52,46
564,0,4,2,3647,5,5,392203,930,565,81,1255,34,243,18043,51,47
565,0,0,2,11128,4,4,1998937,557,519,81,3932,35,199,69184,37,52
566,0,1,2,11296,4,4,2019263,559,511,82,3788,34,187,66415,35,52
567,0,2,2,11172,4,4,2037902,548,492,81,3934,35,190,69023,36,52
568,0,3,2,11214,5,5,2058568,545,477,81,3926,35,184,66633,34,50
569,0,4,2,11628,6,6,2085973,557,477,82,3962,34,182,67757,35,51
570,0,0,2,3238,5,5,541735,598,590,77,1447,45,254,28101,55,56
571,0,1,2,3461,5,5,536715,645,627,77,1519,44,265,29966,59,58
572,0,2,2,3249,5,5,536291,606,568,77,1430,44,242,25609,51,55
573,0,3,2,3356,6,6,535613,627,570,77,1526,46,257,28174,56,55
574,0,4,2,3343,5,5,535536,624,550,78,1449,43,239,25961,52,56
575,0,0,2,1860,6,6,223502,832,606,82,599,32,233,9026,44,53
576,0,1,2,1888,5,5,225913,836,607,81,655,35,252,10347,50,51
577,0,2,2,1986,6,6,229260,866,617,81,669,34,248,10059,48,50
578,0,3,2,1773,4,4,232691,762,542,81,577,32,208,8576,40,50
579,0,4,2,2000,4,4,236136,847,596,81,652,33,232,9733,45,53
580,0,0,2,2765,5,5,291615,948,669,80,1012,37,268,14765,55,50
581,0,1,2,2700,6,6,291601,926,645,79,1041,39,274,14887,56,51
582,0,2,2,2777,4,4,293150,947,639,80,1004,36,254,14072,52,49
583,0,3,2,2501,4,4,295607,846,569,80,905,36,234,13048,48,52
584,0,4,2,2651,5,5,298321,889,582,79,989,37,248,14208,52,49
585,0,0,2,573,6,6,144914,395,715,68,357,62,280,7330,52,60
586,0,1,2,518,5,5,147102,352,617,70,328,63,265,6041,42,56
587,0,2,2,522,6,6,148919,350,586,68,330,63,250,7177,49,61
588,0,3,2,504,6,6,148396,340,573,71,285,56,214,5725,40,53
589,0,4,2,585,5,5,147255,397,635,71,342,58,253,6833,48,58
590,0,0,2,560,6,6,99778,561,948,58,449,80,556,11767,120,64
591,0,1,2,488,4,4,98576,495,870,60,375,77,471,9109,94,58
592,0,2,2,556,5,5,98598,564,884,59,449,81,543,11238,116,60
593,0,3,2,560,6,6,98662,568,929,61,426,76,512,10277,106,62
594,0,4,2,505,5,5,98674,512,795,60,390,77,460,10001,103,65
595,0,0,2,1852,5,5,395813,468,481,81,675,36,176,12053,32,49
596,0,1,2,1836,5,5,403104,456,465,81,631,34,162,11160,29,48
597,0,2,2,2315,6,6,412025,562,565,81,778,34,195,13448,34,48
598,0,3,2,2120,6,6,420379,504,503,81,716,34,173,13370,34,51
599,0,4,2,2030,4,4,426704,476,465,82,657,32,155,10873,27,49
610,0,0,2,159052,4,4,23815995,668,552,81,53881,34,214,900274,40,51
611,0,1,2,158504,4,4,24190907,655,536,81,53524,34,207,883157,39,51
612,0,2,2,160909,5,5,24601860,654,529,81,54079,34,204,882752,38,51
613,0,3,2,158493,5,5,24982688,634,508,81,54189,34,199,871807,37,50
614,0,4,2,169301,6,6,25365571,667,528,81,57990,34,209,944893,40,50
615,2,0,1,4420,5,5,765850,577,584,80,1614,36,224,26687,37,52
616,2,1,1,4243,6,6,781180,543,542,80,1575,37,212,25743,35,50
617,2,2,1,4367,6,6,799279,546,542,80,1627,37,214,27633,36,49
618,2,3,1,4382,5,5,812549,539,530,80,1632,37,210,27325,36,50
619,2,4,1,4483,6,6,825310,543,525,80,1664,37,210,27725,36,49
620,2,0,1,2500,5,5,438634,570,486,83,726,29,158,11341,28,49
621,2,1,1,2608,4,4,445380,586,487,83,772,30,165,11469,28,47
622,2,2,1,2533,4,4,453055,559,462,83,714,28,150,11107,26,46
623,2,3,1,2553,4,4,459112,556,454,83,738,29,152,11269,26,48
624,2,4,1,2667,5,5,465284,573,462,83,747,28,153,11739,27,46
625,2,0,1,2368,5,5,466705,507,654,77,1099,46,261,19961,44,51
626,2,1,1,2242,5,5,478911,468,602,77,1020,46,238,17893,39,52
627,2,2,1,2229,6,6,493704,452,574,77,990,44,223,17082,36,51
628,2,3,1,2332,4,4,506601,460,572,77,1053,45,228,18365,38,49
629,2,4,1,2387,6,6,519117,460,557,77,1085,45,230,19414,39,48
630,2,0,1,1141,5,5,180548,632,704,75,562,49,293,10094,58,51
631,2,1,1,1212,5,5,182655,663,734,75,562,46,284,9014,52,53
632,2,2,1,1213,5,5,184639,657,726,77,549,45,275,9048,51,53
633,2,3,1,1205,4,4,186898,645,693,76,567,47,277,8505,48,48
634,2,4,1,1181,5,5,188795,625,650,76,545,46,260,8389,47,52
635,2,0,1,2724,6,6,467132,583,647,76,1241,46,273,20943,47,49
636,2,1,1,2791,6,6,478376,583,642,77,1241,44,264,20070,44,50
637,2,2,1,2777,5,5,490286,566,617,77,1185,43,245,20418,44,49
638,2,3,1,2957,5,5,501484,590,629,77,1338,45,271,23112,48,48
639,2,4,1,3119,5,5,511561,610,642,77,1366,44,268,23523,48,49
640,2,0,1,2732,5,5,300305,910,699,78,1095,40,304,16542,60,50
641,2,1,1,2709,5,5,303192,893,677,79,1042,38,282,15464,55,52
642,2,2,1,2790,5,5,306985,909,672,78,1101,40,289,16342,58,50
643,2,3,1,2751,5,5,310602,886,648,79,1018,37,262,15040,52,50
644,2,4,1,2874,5,5,314550,914,664,79,1090,38,283,16642,58,48
645,2,0,1,1447,5,5,152849,947,784,77,640,44,366,9743,68,57
646,2,1,1,1520,5,5,153110,993,813,77,672,44,377,10830,76,52
647,2,2,1,1463,5,5,153647,952,759,77,637,44,352,9791,69,55
648,2,3,1,1493,6,6,154574,966,756,77,650,44,353,10000,70,51
649,2,4,1,1604,5,5,154876,1035,794,78,669,42,358,10221,71,54
650,2,0,1,5776,5,5,609410,948,735,78,2345,41,328,36737,65,52
651,2,1,1,5706,6,6,614000,929,714,79,2200,39,302,33566,59,52
652,2,2,1,5800,5,5,619335,937,709,79,2248,39,305,34664,61,52
653,2,3,1,5834,6,6,624680,934,700,78,2360,40,313,35529,62,51
654,2,4,1,6187,5,5,630085,982,727,79,2424,39,321,37883,65,49
655,2,0,1,2666,5,5,249632,1068,694,80,1025,38,316,15330,68,49
656,2,1,1,2874,5,5,251676,1142,731,80,1069,37,326,16164,71,51
657,2,2,1,2666,5,5,253905,1050,661,80,1011,38,302,14912,65,48
658,2,3,1,2783,4,4,256250,1086,669,79,1057,38,301,14749,64,49
659,2,4,1,2862,4,4,258599,1107,677,80,1064,37,305,15093,65,48
660,2,0,1,1155,5,5,120691,957,732,78,466,40,327,7301,66,47
661,2,1,1,1245,5,5,121088,1028,777,78,518,42,358,8416,75,51
662,2,2,1,1137,4,4,121552,935,696,78,457,40,315,6926,62,53
663,2,3,1,1152,4,4,122059,944,688,78,452,39,301,6573,58,53
664,2,4,1,1241,4,4,122379,1014,720,78,507,41,332,7597,68,51
665,2,0,1,4280,6,6,815093,525,639,77,1839,43,260,32395,42,51
666,2,1,1,4231,5,5,844764,501,610,78,1778,42,242,32110,40,52
667,2,2,1,4325,6,6,877680,493,600,78,1833,42,241,31467,37,53
668,2,3,1,4178,6,6,909468,459,555,78,1723,41,216,30598,35,52
669,2,4,1,4837,6,6,939787,515,611,77,2118,44,255,40739,45,52
670,2,0,1,4461,6,6,724422,616,559,81,1470,33,196,23429,34,51
671,2,1,1,4499,5,5,738919,609,545,81,1439,32,190,24011,35,49
672,2,2,1,4415,4,4,753083,586,515,82,1410,32,181,22677,32,50
673,2,3,1,4156,4,4,765302,543,470,81,1366,33,172,21833,30,51
674,2,4,1,5142,5,5,776939,662,567,80,1800,35,225,29899,41,49
675,2,0,1,4601,5,5,725138,634,601,80,1694,37,232,28982,42,48
676,2,1,1,4554,6,6,744645,612,574,79,1726,38,228,30330,43,51
677,2,2,1,4552,6,6,762988,597,553,81,1578,35,201,25606,36,53
678,2,3,1,4423,5,5,781076,566,522,80,1626,37,202,26828,36,51
679,2,4,1,5135,6,6,797979,644,590,80,1941,38,238,34660,46,52
680,2,0,1,1338,6,6,134718,993,728,78,530,40,311,8209,66,48
681,2,1,1,1352,5,5,136551,990,705,78,521,38,295,7878,63,51
682,2,2,1,1348,5,5,138274,975,669,78,518,38,277,7115,56,51
683,2,3,1,1306,6,6,140000,933,635,78,526,40,278,7379,58,54
684,2,4,1,1483,6,6,142080,1044,720,77,633,43,351,10269,79,48
685,2,0,1,2760,6,6,296564,930,705,78,1075,39,302,16470,60,51
686,2,1,1,2751,5,5,300099,917,685,79,1028,37,283,15624,56,51
687,2,2,1,2767,5,5,303367,912,674,79,1054,38,288,16672,60,52
688,2,3,1,2766,6,6,306255,903,655,79,1048,38,275,15551,55,52
689,2,4,1,3091,4,4,309199,1000,727,78,1254,41,336,19985,70,54
690,2,0,1,2734,4,4,306289,893,700,79,1065,39,294,16436,58,52
691,2,1,1,2763,5,5,311369,887,693,80,1004,36,273,15753,54,52
692,2,2,1,2606,4,4,316320,824,635,79,1001,38,266,15690,54,54
693,2,3,1,2662,4,4,321591,828,629,79,976,37,250,14119,47,52
694,2,4,1,3017,6,6,327274,922,700,78,1232,41,317,19452,64,52
695,2,0,1,2762,5,5,475876,580,627,78,1159,42,246,20916,46,52
696,2,1,1,2969,6,6,484542,613,644,78,1215,41,249,20798,45,53
697,2,2,1,2905,4,4,495051,587,607,78,1220,42,243,20361,43,51
698,2,3,1,2874,6,6,504606,570,578,78,1211,42,234,19795,41,51
699,2,4,1,3159,5,5,514807,614,610,78,1287,41,242,21599,44,49
700,2,0,1,3023,5,5,548603,551,641,77,1326,44,251,24352,46,55
701,2,1,1,3032,5,5,556488,545,617,76,1390,46,258,24423,46,52
702,2,2,1,3291,6,6,566406,581,649,77,1434,44,258,25305,47,54
703,2,3,1,3156,6,6,575277,549,604,77,1372,44,241,24704,45,50
704,2,4,1,3287,5,5,585359,562,603,77,1419,43,243,24787,44,53
705,2,0,1,1815,4,4,281870,644,594,78,731,40,239,12478,47,55
706,2,1,1,1851,4,4,287991,643,569,79,722,39,228,11852,44,49
707,2,2,1,2107,5,5,295703,712,630,79,791,38,244,13074,47,53
708,2,3,1,1978,5,5,303067,653,571,79,793,40,236,12581,44,48
709,2,4,1,1971,5,5,309360,637,543,78,785,40,226,11964,41,51
710,2,0,1,2077,5,5,273222,760,755,76,945,46,325,16535,64,55
711,2,1,1,1903,6,6,277135,687,668,76,856,45,289,15019,57,56
712,2,2,1,2030,5,5,281965,720,682,77,910,45,298,15343,58,55
713,2,3,1,2090,5,5,286757,729,683,77,929,44,299,16071,60,53
714,2,4,1,2159,4,4,292491,738,678,77,974,45,309,17190,63,57
715,2,0,1,228,5,5,34493,660,715,73,124,55,356,2561,78,59
716,2,1,1,224,5,5,32983,679,800,71,124,55,371,2600,82,67
717,2,2,1,239,5,5,32508,735,804,72,141,59,413,2518,81,62
718,2,3,1,259,5,5,32122,806,864,73,141,54,424,2423,79,54
719,2,4,1,256,4,4,31809,804,820,73,144,56,426,2515,83,52
720,2,0,1,3347,6,6,411647,813,654,78,1355,40,275,21714,57,54
721,2,1,1,3456,5,5,415196,832,648,78,1392,40,274,21345,56,52
722,2,2,1,3590,5,5,420230,854,650,78,1429,40,277,22913,59,54
723,2,3,1,3600,5,5,425665,846,633,78,1498,42,287,24056,61,55
724,2,4,1,3815,5,5,431668,884,632,78,1487,39,264,20983,53,51
725,2,0,1,2213,4,4,348727,635,690,73,1167,53,321,21617,65,57
726,2,1,1,2333,5,5,348837,669,726,74,1197,51,324,21627,65,54
727,2,2,1,2421,6,6,350340,691,728,74,1225,51,325,22109,66,56
728,2,3,1,2529,5,5,351670,719,735,75,1247,49,324,21446,64,54
729,2,4,1,2525,6,6,353342,715,705,75,1243,49,317,21941,66,55
730,2,0,1,4578,4,4,593387,772,651,80,1678,37,265,27498,50,49
731,2,1,1,4556,5,5,597706,762,632,80,1666,37,260,26911,48,51
732,2,2,1,4745,5,5,601604,789,646,80,1798,38,274,28746,51,51
733,2,3,1,4732,5,5,606510,780,631,80,1746,37,262,27650,49,45
734,2,4,1,4774,5,5,612723,779,623,80,1744,36,259,28143,49,46
735,2,0,1,2232,6,6,248135,900,686,78,922,41,300,14371,62,52
736,2,1,1,2219,5,5,249171,891,662,78,938,42,294,13971,61,54
737,2,2,1,2328,5,5,250232,930,680,78,959,41,300,14521,63,54
738,2,3,1,2226,4,4,251372,886,624,78,897,40,270,13119,57,49
739,2,4,1,2292,6,6,252805,906,633,78,955,42,293,14072,61,46
740,2,0,1,2931,5,5,521296,562,620,78,1196,41,235,21465,43,53
741,2,1,1,2901,5,5,525442,552,596,79,1142,39,220,20821,42,53
742,2,2,1,2924,4,4,528157,554,578,78,1223,42,230,21590,43,54
743,2,3,1,2816,6,6,531186,530,534,78,1190,42,217,20450,41,52
744,2,4,1,3013,5,5,536281,562,552,79,1248,41,224,21529,42,51
745,2,0,1,2936,5,5,480737,611,647,77,1287,44,272,23132,51,54
746,2,1,1,2979,5,5,486062,613,631,78,1268,43,262,22642,49,54
747,2,2,1,2952,5,5,490947,601,607,78,1235,42,250,22451,48,53
748,2,3,1,2981,4,4,495959,601,590,78,1247,42,246,22239,47,51
749,2,4,1,3066,5,5,503687,609,584,78,1257,41,242,21568,45,53
750,2,0,1,1764,5,5,276167,639,685,74,889,50,304,17534,67,56
751,2,1,1,1931,5,5,271901,710,750,75,960,50,328,18558,72,59
752,2,2,1,1828,5,5,271369,674,687,75,892,49,297,16063,62,57
753,2,3,1,1871,6,6,270969,691,676,74,964,52,318,17656,69,58
754,2,4,1,1895,5,5,270727,700,667,75,945,50,307,16836,66,56
755,2,0,1,2357,5,5,255359,923,751,78,978,42,313,14607,61,53
756,2,1,1,2363,5,5,256213,922,737,77,1037,44,330,15491,65,53
757,2,2,1,2391,5,5,258548,925,718,77,1008,42,309,14646,61,50
758,2,3,1,2220,5,5,261430,849,653,78,900,40,276,13341,55,54
759,2,4,1,2408,6,6,264440,911,686,78,994,41,302,15265,62,53
760,2,0,1,675,5,5,127914,528,939,63,494,73,447,11525,92,65
761,2,1,1,583,6,6,127676,457,791,65,430,74,395,9071,72,58
762,2,2,1,628,5,5,128555,488,788,62,476,76,421,11133,88,63
763,2,3,1,610,4,4,127988,477,775,64,428,70,372,9862,79,58
764,2,4,1,668,5,5,127070,526,838,66,466,70,405,10416,84,64
765,2,0,1,948,5,5,196237,483,568,77,409,43,219,7550,40,51
766,2,1,1,926,6,6,199780,464,539,78,380,41,200,6740,35,48
767,2,2,1,1187,6,6,204055,582,665,78,486,41,251,8632,44,50
768,2,3,1,1071,6,6,207964,515,582,79,421,39,209,7978,40,51
769,2,4,1,987,6,6,210971,468,516,79,395,40,193,6784,34,52
775,2,0,1,81330,6,6,11827652,688,653,78,33425,41,269,565266,51,52
776,2,1,1,81867,5,5,12003039,682,637,78,33156,40,261,552523,49,52
777,2,2,1,82858,5,5,12203770,679,625,78,33381,40,256,552351,48,52
778,2,3,1,82320,5,5,12391042,664,602,78,33419,41,250,546730,47,51
779,2,4,1,88346,5,5,12581355,702,626,78,35983,41,265,600028,51,51
780,2,0,0,4296,4,4,772237,556,408,86,972,23,132,16168,22,44
781,2,1,0,4028,5,5,787580,512,375,86,918,23,120,15615,21,46
782,2,2,0,4000,5,5,805875,496,362,86,894,22,115,14676,20,46
783,2,3,0,4112,5,5,817461,503,367,86,926,22,116,14711,19,43
784,2,4,0,4361,5,5,828347,526,384,85,1051,24,128,16907,22,46
785,2,0,0,3019,4,4,459565,657,382,88,472,16,97,7132,17,46
786,2,1,0,3072,5,5,466156,659,378,88,485,16,97,7276,17,45
787,2,2,0,2875,5,5,474561,606,352,88,489,17,95,7413,17,48
788,2,3,0,2865,5,5,480195,597,354,87,557,19,107,8473,19,43
