,Areas,Area Code,Regions,Year Code,year,Gender Code,Gender,Fatalities,Percentage:Hypertension,Percentage:Diabetes,Inhabitants,Fatalities_per_100000,Age_std_mortality,MeanAge,PrematureFatalities,PrematureFatalitiesPercent,PrematureFatalityASR,PotentialLifeLost,PLLper1000,PotentialAvoidableFatalities,PAFpercent
163,Socioeconomic group,4,Quintile 5 (highest),3,2018,0,Females,12724.0,5.172,5.1724975525235095,2560500.0,496.9,353.2,86.0,2886.0,22.7,103.8,44823.0,18.8,"1,300",44.5
164,Socioeconomic group,4,Quintile 5 (highest),4,2019,0,Females,13544.0,4.769,4.7692024734979075,2598444.0,521.2,366.0,86.0,3109.0,23.0,109.5,48221.0,20.0,"1,318",43.5
170,Socioeconomic group,4,Australia (total),0,2015,0,Females,77722.0,4.863,4.863300748214151,11988343.0,648.3,464.3,84.0,20456.0,26.3,160.3,335009.0,30.2,"10,007",48.9
171,Socioeconomic group,4,Australia (total),1,2016,0,Females,76637.0,5.567,5.566929858420321,12187868.0,628.8,447.8,84.0,20368.0,26.6,155.4,330634.0,29.3,"9,883",48.5
172,Socioeconomic group,4,Australia (total),2,2017,0,Females,78051.0,5.601,5.600909068986734,12398090.0,629.5,445.1,85.0,20698.0,26.5,153.3,330401.0,28.8,"10,079",48.2
173,Socioeconomic group,4,Australia (total),3,2018,0,Females,76173.0,5.309,5.309028250350577,12591646.0,604.9,425.9,84.0,20770.0,27.3,149.7,325077.0,27.9,"9,909",47.2
174,Socioeconomic group,4,Australia (total),4,2019,0,Females,80955.0,5.467,5.467485004854689,12784216.0,633.2,441.5,84.0,22007.0,27.2,155.3,344865.0,29.2,"10,125",47.0
175,Socioeconomic group,4,Quintile 1 (lowest),0,2015,2,Persons,39216.0,4.252,4.251855837253649,4766272.0,822.8,650.1,80.0,14875.0,37.9,289.7,250958.0,56.7,"7,762",52.2
176,Socioeconomic group,4,Quintile 1 (lowest),1,2016,2,Persons,39955.0,5.769,5.768999337318162,4803574.0,831.8,649.3,80.0,15068.0,37.7,288.3,249854.0,56.1,"7,886",52.3
177,Socioeconomic group,4,Quintile 1 (lowest),2,2017,2,Persons,40158.0,4.727,4.727123733871832,4845538.0,828.8,638.0,80.0,14966.0,37.3,280.6,248373.0,55.3,"7,797",51.6
178,Socioeconomic group,4,Quintile 1 (lowest),3,2018,2,Persons,39446.0,4.362,4.3623644461677715,4884983.0,807.5,615.0,80.0,15025.0,38.1,276.5,243347.0,53.9,"7,780",51.4
179,Socioeconomic group,4,Quintile 1 (lowest),4,2019,2,Persons,41254.0,4.806,4.805764352739572,4922061.0,838.1,629.2,79.0,15706.0,38.1,285.4,256217.0,56.4,"7,849",50.8
180,Socioeconomic group,4,Quintile 2,0,2015,2,Persons,38078.0,4.647,4.647282788866979,4735804.0,804.0,600.6,81.0,12812.0,33.6,243.2,206015.0,47.0,"6,507",50.8
181,Socioeconomic group,4,Quintile 2,1,2016,2,Persons,37647.0,5.775,5.774900357306889,4799232.0,784.4,579.5,81.0,12665.0,33.6,234.8,204731.0,46.1,"6,537",51.6
182,Socioeconomic group,4,Quintile 2,2,2017,2,Persons,38214.0,5.025,5.024716613748513,4869950.0,784.7,572.8,81.0,12817.0,33.5,231.0,201284.0,44.7,"6,765",52.1
183,Socioeconomic group,4,Quintile 2,3,2018,2,Persons,37671.0,5.883,5.882566337205869,4932276.0,763.8,554.2,81.0,12781.0,33.9,225.3,196740.0,43.2,"6,388",49.5
184,Socioeconomic group,4,Quintile 2,4,2019,2,Persons,40461.0,5.883,5.883118214512392,4996792.0,809.7,583.7,81.0,13859.0,34.3,241.6,216907.0,47.1,"6,664",49.2
185,Socioeconomic group,4,Quintile 3,0,2015,2,Persons,29593.0,5.096,5.0964853249529884,4739641.0,624.4,535.0,81.0,10225.0,34.6,205.9,172078.0,38.7,"5,212",51.0
186,Socioeconomic group,4,Quintile 3,1,2016,2,Persons,29703.0,5.665,5.665054021657254,4830696.0,614.9,520.5,81.0,9989.0,33.6,195.3,165589.0,36.6,"4,988",49.9
187,Socioeconomic group,4,Quintile 3,2,2017,2,Persons,30253.0,5.714,5.713510612530013,4927294.0,614.0,514.1,81.0,10125.0,33.5,192.2,166504.0,36.1,"5,106",49.7
188,Socioeconomic group,4,Quintile 3,3,2018,2,Persons,29965.0,4.14,4.139770557995014,5018335.0,597.1,494.5,81.0,10276.0,34.3,189.5,167282.0,35.7,"5,133",49.4
189,Socioeconomic group,4,Quintile 3,4,2019,2,Persons,31650.0,4.055,4.055013568313321,5112103.0,619.1,505.7,81.0,10820.0,34.2,195.1,178675.0,37.5,"5,216",49.5
190,Socioeconomic group,4,Quintile 4,0,2015,2,Persons,25845.0,4.736,4.736239883494664,4760972.0,542.8,498.1,82.0,8256.0,31.9,174.7,142914.0,31.8,"4,102",49.7
191,Socioeconomic group,4,Quintile 4,1,2016,2,Persons,25462.0,4.476,4.476106694453096,4867969.0,523.1,475.0,82.0,8314.0,32.7,170.6,141102.0,30.7,"4,104",49.4
192,Socioeconomic group,4,Quintile 4,2,2017,2,Persons,26244.0,4.58,4.5799337143031655,4983898.0,526.6,475.2,82.0,8533.0,32.5,169.9,141421.0,30.1,"4,326",50.0
193,Socioeconomic group,4,Quintile 4,3,2018,2,Persons,25758.0,5.472,5.472303382609895,5095723.0,505.5,451.6,82.0,8498.0,33.0,163.4,141254.0,29.4,"4,194",48.7
194,Socioeconomic group,4,Quintile 4,4,2019,2,Persons,27682.0,4.356,4.356326649867878,5208654.0,531.5,469.6,82.0,9078.0,32.8,170.6,152773.0,31.2,"4,350",49.2
195,Socioeconomic group,4,Quintile 5 (highest),0,2015,2,Persons,25803.0,5.638,5.637811538801612,4809553.0,536.5,452.9,84.0,7308.0,28.3,145.6,118209.0,26.1,"3,601",49.3
196,Socioeconomic group,4,Quintile 5 (highest),1,2016,2,Persons,25200.0,4.462,4.462074204184329,4885630.0,515.8,432.3,84.0,7072.0,28.1,137.4,112211.0,24.5,"3,387",47.9
197,Socioeconomic group,4,Quintile 5 (highest),2,2017,2,Persons,25534.0,5.837,5.836737714896536,4971295.0,513.6,423.8,84.0,7243.0,28.4,136.8,115854.0,24.8,"3,561",48.4
198,Socioeconomic group,4,Quintile 5 (highest),3,2018,2,Persons,25072.0,5.003,5.003166907306968,5046726.0,496.8,405.1,84.0,7138.0,28.5,131.4,113134.0,23.9,"3,372",46.6
199,Socioeconomic group,4,Quintile 5 (highest),4,2019,2,Persons,26975.0,4.731,4.731132074911593,5119895.0,526.9,423.0,84.0,7776.0,28.8,140.6,124322.0,26.0,"3,541",46.9
205,Socioeconomic group,4,Australia (total),0,2015,2,Persons,159052.0,4.604,4.6036893779010954,23815995.0,667.8,552.1,81.0,53881.0,33.9,214.0,900274.0,40.4,"27,458",51.0
206,Socioeconomic group,4,Australia (total),1,2016,2,Persons,158504.0,5.349,5.3488599172809295,24190907.0,655.2,536.0,81.0,53524.0,33.8,207.3,883157.0,39.1,"27,195",50.8
207,Socioeconomic group,4,Australia (total),2,2017,2,Persons,160909.0,4.614,4.613682912132022,24601860.0,654.1,529.0,81.0,54079.0,33.6,203.7,882752.0,38.4,"27,847",50.8
208,Socioeconomic group,4,Australia (total),3,2018,2,Persons,158493.0,5.144,5.14416776322583,24982688.0,634.4,508.2,81.0,54189.0,34.2,199.0,871807.0,37.4,"27,298",49.6
209,Socioeconomic group,4,Australia (total),4,2019,2,Persons,169301.0,5.323,5.323431511258434,25365571.0,667.4,528.2,81.0,57990.0,34.3,209.2,944893.0,40.0,"27,979",49.6
210,State and territory,5,New South Wales,0,2015,1,Males,27221.0,5.424,5.424479911533396,3776574.0,720.8,653.6,79.0,10964.0,40.3,272.1,177383.0,50.0,"5,578",50.9
211,State and territory,5,New South Wales,1,2016,1,Males,27465.0,5.891,5.891017449878067,3833807.0,716.4,642.0,79.0,10821.0,39.4,261.9,171205.0,47.5,"5,518",51.0
212,State and territory,5,New South Wales,2,2017,1,Males,27271.0,4.54,4.539676983347329,3901024.0,699.1,619.2,79.0,10666.0,39.1,252.5,170680.0,46.6,"5,403",50.6
213,State and territory,5,New South Wales,3,2018,1,Males,27786.0,4.609,4.609250345277285,3959679.0,701.7,614.0,79.0,11037.0,39.7,255.4,173661.0,46.8,"5,515",50.0
214,State and territory,5,New South Wales,4,2019,1,Males,28977.0,4.844,4.844281484646375,4015829.0,721.6,622.8,79.0,11360.0,39.2,259.6,182173.0,48.5,"5,613",49.4
215,State and territory,5,Victoria,0,2015,1,Males,20034.0,4.46,4.459866114898068,2977200.0,672.9,630.4,79.0,7644.0,38.2,248.5,125674.0,44.8,"3,851",50.4
216,State and territory,5,Victoria,1,2016,1,Males,19974.0,5.166,5.16558158522057,3051056.0,654.7,608.1,79.0,7456.0,37.3,235.9,125211.0,43.6,"3,826",51.3
217,State and territory,5,Victoria,2,2017,1,Males,19856.0,4.507,4.507150211165294,3126024.0,635.2,583.3,80.0,7361.0,37.1,225.4,119022.0,40.5,"4,128",52.5
218,State and territory,5,Victoria,3,2018,1,Males,19308.0,4.271,4.271068425416297,3197767.0,603.8,549.7,80.0,7227.0,37.4,215.2,115755.0,38.5,"4,030",51.8
219,State and territory,5,Victoria,4,2019,1,Males,22879.0,4.384,4.384385574939721,3266931.0,700.3,633.1,79.0,9109.0,39.8,268.6,158443.0,51.6,"4,162",51.6
220,State and territory,5,Queensland,0,2015,1,Males,15551.0,4.451,4.45140558666572,2374439.0,654.9,659.0,77.0,6875.0,44.2,275.3,122163.0,54.3,"3,775",54.9
221,State and territory,5,Queensland,1,2016,1,Males,15855.0,5.078,5.0782987065030305,2403173.0,659.8,647.9,77.0,6964.0,43.9,272.1,119408.0,52.5,"3,708",53.2
222,State and territory,5,Queensland,2,2017,1,Males,16645.0,4.8,4.799765828517848,2442204.0,681.6,656.2,77.0,7194.0,43.2,273.4,122698.0,53.2,"3,879",53.9
223,State and territory,5,Queensland,3,2018,1,Males,16568.0,5.892,5.892156768606705,2479164.0,668.3,631.5,77.0,7255.0,43.8,269.5,122512.0,52.4,"3,798",52.4
224,State and territory,5,Queensland,4,2019,1,Males,17257.0,4.35,4.349968164300529,2518836.0,685.1,630.5,77.0,7408.0,42.9,267.5,122502.0,51.7,"3,906",52.7
225,State and territory,5,Western Australia,0,2015,1,Males,7682.0,4.532,4.5323711196757035,1276698.0,601.7,648.6,77.0,3416.0,44.5,267.7,63271.0,52.0,"1,866",54.6
226,State and territory,5,Western Australia,1,2016,1,Males,7863.0,4.342,4.3421128134876605,1281968.0,613.4,646.1,77.0,3413.0,43.4,263.1,63372.0,52.0,"1,893",55.5
227,State and territory,5,Western Australia,2,2017,1,Males,7749.0,5.446,5.446439522978515,1289027.0,601.2,616.0,77.0,3390.0,43.7,255.8,61364.0,50.2,"1,853",54.7
228,State and territory,5,Western Australia,3,2018,1,Males,7724.0,5.463,5.462632042214285,1296675.0,595.7,590.4,77.0,3446.0,44.6,253.4,61415.0,50.0,"1,852",53.7
229,State and territory,5,Western Australia,4,2019,1,Males,8018.0,4.747,4.747088900461707,1309235.0,612.4,591.8,78.0,3483.0,43.4,251.7,60691.0,49.1,"1,861",53.4
230,State and territory,5,South Australia,0,2015,1,Males,6821.0,5.368,5.3680752637257365,841522.0,810.6,662.2,79.0,2607.0,38.2,276.1,41962.0,53.5,"1,307",50.1
231,State and territory,5,South Australia,1,2016,1,Males,6793.0,5.726,5.725831778834415,846877.0,802.1,642.4,80.0,2620.0,38.6,272.0,41178.0,52.2,"1,362",52.0
232,State and territory,5,South Australia,2,2017,1,Males,7090.0,5.445,5.445463019234969,851836.0,832.3,657.7,79.0,2770.0,39.1,282.8,43513.0,54.9,"1,439",51.9
233,State and territory,5,South Australia,3,2018,1,Males,6980.0,4.31,4.309719185949541,857882.0,813.6,630.9,80.0,2664.0,38.2,266.0,41230.0,51.8,"1,229",46.1
234,State and territory,5,South Australia,4,2019,1,Males,7090.0,4.563,4.562908880050742,865528.0,819.2,627.3,79.0,2722.0,38.4,270.7,42850.0,53.4,"1,261",46.3
235,State and territory,5,Tasmania,0,2015,1,Males,2361.0,4.464,4.464222723222331,255359.0,924.6,752.4,78.0,982.0,41.6,314.7,14799.0,62.2,519,52.9
236,State and territory,5,Tasmania,1,2016,1,Males,2366.0,4.065,4.065494997630208,256213.0,923.5,737.6,77.0,1039.0,43.9,331.1,15523.0,65.1,552,53.1
237,State and territory,5,Tasmania,2,2017,1,Males,2402.0,5.867,5.867426230534305,258548.0,929.0,721.6,77.0,1017.0,42.3,312.0,14829.0,61.8,511,50.2
238,State and territory,5,Tasmania,3,2018,1,Males,2228.0,5.063,5.062686842793638,261430.0,852.2,656.0,78.0,906.0,40.7,278.2,13519.0,55.8,485,53.5
239,State and territory,5,Tasmania,4,2019,1,Males,2417.0,4.851,4.850640148251954,264440.0,914.0,688.5,78.0,1001.0,41.4,304.0,15468.0,63.4,528,52.8
240,State and territory,5,Australian Capital Territory,0,2015,1,Males,953.0,4.291,4.290903649898225,196237.0,485.6,571.2,77.0,414.0,43.4,221.9,7653.0,40.7,214,51.7
241,State and territory,5,Australian Capital Territory,1,2016,1,Males,929.0,4.202,4.201785869146525,199780.0,465.0,540.4,78.0,383.0,41.2,202.0,6790.0,35.5,185,48.3
242,State and territory,5,Australian Capital Territory,2,2017,1,Males,1190.0,5.855,5.854731648494824,204055.0,583.2,667.0,78.0,488.0,41.0,251.9,8696.0,44.6,243,49.8
243,State and territory,5,Australian Capital Territory,3,2018,1,Males,1075.0,4.413,4.413222459348214,207964.0,516.9,583.6,78.0,425.0,39.5,211.3,8162.0,41.1,215,50.6
244,State and territory,5,Australian Capital Territory,4,2019,1,Males,989.0,4.704,4.703975097756928,210971.0,468.8,516.9,79.0,396.0,40.0,193.7,6812.0,33.9,207,52.3
245,State and territory,5,Northern Territory,0,2015,1,Males,703.0,5.373,5.372539876952479,127914.0,549.6,965.1,63.0,519.0,73.8,468.4,12196.0,97.0,339,65.3
246,State and territory,5,Northern Territory,1,2016,1,Males,609.0,4.748,4.747655432058101,127676.0,477.0,816.1,64.0,453.0,74.4,415.1,9657.0,77.1,263,58.1
247,State and territory,5,Northern Territory,2,2017,1,Males,641.0,4.542,4.541593300035122,128555.0,498.6,800.1,62.0,488.0,76.1,431.5,11368.0,90.2,306,62.7
248,State and territory,5,Northern Territory,3,2018,1,Males,639.0,4.164,4.163618954250527,127988.0,499.3,801.9,64.0,454.0,71.0,394.1,10446.0,83.4,263,57.9
249,State and territory,5,Northern Territory,4,2019,1,Males,700.0,4.532,4.531536789941457,127070.0,550.9,870.8,66.0,494.0,70.6,430.8,10987.0,88.5,309,62.6
250,State and territory,5,Australia (total),0,2015,1,Males,81330.0,5.556,5.555786164995575,11827652.0,687.6,652.8,78.0,33425.0,41.1,269.1,565266.0,50.7,"17,451",52.2
251,State and territory,5,Australia (total),1,2016,1,Males,81867.0,4.014,4.013870155331704,12003039.0,682.1,637.4,78.0,33156.0,40.5,260.6,552523.0,48.8,"17,312",52.2
252,State and territory,5,Australia (total),2,2017,1,Males,82858.0,5.997,5.996835586676326,12203770.0,679.0,624.8,78.0,33381.0,40.3,255.6,552351.0,48.1,"17,768",52.4
253,State and territory,5,Australia (total),3,2018,1,Males,82320.0,4.977,4.976992536448652,12391042.0,664.4,602.2,78.0,33419.0,40.6,249.8,546730.0,46.9,"17,389",51.2
254,State and territory,5,Australia (total),4,2019,1,Males,88346.0,5.921,5.921349525681674,12581355.0,702.2,626.1,78.0,35983.0,40.7,265.1,600028.0,50.8,"17,854",51.1
255,State and territory,5,New South Wales,0,2015,0,Females,26379.0,4.372,4.371775210845172,3839594.0,687.0,465.0,85.0,6611.0,25.1,159.5,104572.0,29.5,"3,220",48.7
256,State and territory,5,New South Wales,1,2016,0,Females,26229.0,5.821,5.8208812083286166,3899051.0,672.7,453.4,85.0,6605.0,25.2,155.2,102749.0,28.6,"3,201",48.5
257,State and territory,5,New South Wales,2,2017,0,Females,25507.0,4.086,4.086204613456628,3966912.0,643.0,431.2,85.0,6329.0,24.8,144.7,95309.0,26.1,"2,995",47.3
258,State and territory,5,New South Wales,3,2018,0,Females,25847.0,5.983,5.983259968858916,4020489.0,642.9,431.9,85.0,6670.0,25.8,149.3,101953.0,27.5,"3,058",45.8
259,State and territory,5,New South Wales,4,2019,0,Females,27081.0,5.201,5.200755734363432,4073988.0,664.7,443.1,85.0,7082.0,26.2,155.1,107575.0,28.7,"3,234",45.7
260,State and territory,5,Victoria,0,2015,0,Females,19870.0,5.031,5.031251728411951,3045122.0,652.5,454.6,85.0,4755.0,23.9,147.9,74861.0,26.6,"2,244",47.2
261,State and territory,5,Victoria,1,2016,0,Females,19476.0,5.849,5.849209968954016,3122116.0,623.8,436.7,85.0,4886.0,25.1,147.5,77202.0,26.7,"2,316",47.4
262,State and territory,5,Victoria,2,2017,0,Females,19935.0,5.056,5.0561181470008965,3195582.0,623.8,435.0,85.0,4934.0,24.8,144.4,78518.0,26.6,"2,467",47.8
263,State and territory,5,Victoria,3,2018,0,Females,18923.0,5.973,5.972587139329664,3264252.0,579.7,403.6,85.0,4841.0,25.6,137.4,74967.0,24.8,"2,406",47.3
264,State and territory,5,Victoria,4,2019,0,Females,21065.0,5.722,5.722347825491736,3329108.0,632.8,440.4,85.0,5496.0,26.1,152.8,85303.0,27.7,"2,351",46.8
265,State and territory,5,Queensland,0,2015,0,Females,14231.0,4.727,4.726983103310307,2403253.0,592.2,467.3,84.0,4206.0,29.6,165.6,72574.0,32.3,"2,112",50.2
266,State and territory,5,Queensland,1,2016,0,Females,13835.0,4.373,4.372782214617155,2441979.0,566.5,441.4,84.0,4162.0,30.1,158.9,70295.0,30.8,"2,009",48.3
267,State and territory,5,Queensland,2,2017,0,Females,14910.0,5.688,5.688037136182155,2485425.0,599.9,462.9,83.0,4429.0,29.7,163.8,73534.0,31.7,"2,187",49.4
268,State and territory,5,Queensland,3,2018,0,Females,14292.0,5.386,5.38615132682188,2530260.0,564.8,429.8,83.0,4310.0,30.2,154.3,68268.0,29.0,"2,092",48.5
269,State and territory,5,Queensland,4,2019,0,Females,15216.0,4.277,4.276705764454185,2575674.0,590.8,444.0,83.0,4576.0,30.1,159.6,73070.0,30.5,"2,209",48.3
270,State and territory,5,Western Australia,0,2015,0,Females,6766.0,4.613,4.612984626293301,1263974.0,535.3,440.4,84.0,2030.0,30.0,159.1,35758.0,30.2,"1,021",50.3
271,State and territory,5,Western Australia,1,2016,0,Females,6976.0,5.122,5.121675597896234,1274010.0,547.6,443.5,84.0,1958.0,28.1,150.5,34964.0,29.3,"1,008",51.5
272,State and territory,5,Western Australia,2,2017,0,Females,6745.0,4.73,4.729721360760687,1285166.0,524.8,418.2,84.0,2031.0,30.1,152.2,35016.0,29.2,"1,026",50.5
273,State and territory,5,Western Australia,3,2018,0,Females,6928.0,4.893,4.8925370011467155,1297506.0,533.9,418.3,83.0,2073.0,29.9,150.3,34918.0,28.9,"1,004",48.4
274,State and territory,5,Western Australia,4,2019,0,Females,7024.0,4.641,4.640807236413151,1312274.0,535.3,408.1,84.0,1982.0,28.2,140.7,34297.0,28.1,998,50.4
275,State and territory,5,South Australia,0,2015,0,Females,6826.0,4.75,4.749666786908489,859146.0,794.5,473.5,85.0,1627.0,23.8,166.0,25644.0,32.8,795,48.9
276,State and territory,5,South Australia,1,2016,0,Females,6544.0,4.579,4.578927905355897,865966.0,755.7,446.0,85.0,1557.0,23.8,156.6,24826.0,31.5,754,48.4
277,State and territory,5,South Australia,2,2017,0,Females,6962.0,5.555,5.554735782478334,872087.0,798.3,466.6,85.0,1693.0,24.3,164.5,25900.0,32.7,764,45.1
278,State and territory,5,South Australia,3,2018,0,Females,6591.0,5.731,5.73072781867284,878645.0,750.1,438.2,85.0,1694.0,25.7,159.9,24610.0,30.8,734,43.3
279,State and territory,5,South Australia,4,2019,0,Females,6827.0,5.553,5.553132644631742,886435.0,770.2,444.8,85.0,1672.0,24.5,157.4,24961.0,31.1,733,43.9
280,State and territory,5,Tasmania,0,2015,0,Females,2272.0,4.624,4.62440708244788,259758.0,874.7,549.4,83.0,635.0,27.9,195.8,9205.0,38.8,309,48.7
281,State and territory,5,Tasmania,1,2016,0,Females,2229.0,5.69,5.689552205421737,261301.0,853.0,533.8,83.0,662.0,29.7,202.4,9828.0,41.2,314,47.4
282,State and territory,5,Tasmania,2,2017,0,Females,2378.0,5.302,5.302064343109917,263862.0,901.2,550.3,84.0,670.0,28.2,198.4,9673.0,40.2,323,48.2
283,State and territory,5,Tasmania,3,2018,0,Females,2059.0,5.431,5.4314671896282585,266868.0,771.5,474.8,83.0,585.0,28.4,171.4,8325.0,34.3,279,47.7
284,State and territory,5,Tasmania,4,2019,0,Females,2246.0,5.222,5.2216529397855,270017.0,831.8,500.8,83.0,650.0,28.9,183.7,8784.0,35.8,314,48.3
285,State and territory,5,Australian Capital Territory,0,2015,0,Females,906.0,5.081,5.081026999538828,199576.0,454.0,408.6,84.0,268.0,29.6,137.2,4529.0,24.0,121,45.1
286,State and territory,5,Australian Capital Territory,1,2016,0,Females,910.0,5.637,5.636916056528932,203324.0,447.6,401.4,84.0,251.0,27.6,126.0,4420.0,23.0,123,49.0
287,State and territory,5,Australian Capital Territory,2,2017,0,Females,1130.0,4.009,4.008867557972458,207970.0,543.3,479.1,85.0,293.0,25.9,142.2,4891.0,25.0,135,46.1
288,State and territory,5,Australian Capital Territory,3,2018,0,Females,1052.0,4.891,4.890610168968481,212415.0,495.3,437.1,84.0,298.0,28.3,141.1,5489.0,27.4,156,52.3
289,State and territory,5,Australian Capital Territory,4,2019,0,Females,1044.0,4.754,4.753661375576527,215733.0,483.9,417.7,85.0,263.0,25.2,119.6,4102.0,20.2,116,44.1
290,State and territory,5,Northern Territory,0,2015,0,Females,468.0,5.067,5.066539019964272,116778.0,400.8,675.6,63.0,322.0,68.8,323.5,7837.0,68.5,185,57.5
291,State and territory,5,Northern Territory,1,2016,0,Females,435.0,4.082,4.08174483810931,118002.0,368.6,641.8,68.0,284.0,65.3,297.7,6316.0,54.7,157,55.3
292,State and territory,5,Northern Territory,2,2017,0,Females,465.0,4.036,4.036074398821856,118962.0,390.9,623.2,65.0,314.0,67.5,302.8,7500.0,64.5,181,57.6
293,State and territory,5,Northern Territory,3,2018,0,Females,471.0,5.033,5.033259121661944,119070.0,395.6,643.0,67.0,298.0,63.3,290.0,6485.0,55.8,179,60.1
294,State and territory,5,Northern Territory,4,2019,0,Females,442.0,5.607,5.607449431954578,118859.0,371.9,579.1,66.0,282.0,63.8,268.7,6657.0,57.4,168,59.6
295,State and territory,5,Australia (total),0,2015,0,Females,77722.0,5.909,5.909233880971829,11988343.0,648.3,464.3,84.0,20456.0,26.3,160.3,335009.0,30.2,"10,007",48.9
296,State and territory,5,Australia (total),1,2016,0,Females,76637.0,4.728,4.727622020488674,12187868.0,628.8,447.8,84.0,20368.0,26.6,155.4,330634.0,29.3,"9,883",48.5
297,State and territory,5,Australia (total),2,2017,0,Females,78051.0,5.601,5.6007624369692905,12398090.0,629.5,445.1,85.0,20698.0,26.5,153.3,330401.0,28.8,"10,079",48.2
298,State and territory,5,Australia (total),3,2018,0,Females,76173.0,5.358,5.358044118870466,12591646.0,604.9,425.9,84.0,20770.0,27.3,149.7,325077.0,27.9,"9,909",47.2
299,State and territory,5,Australia (total),4,2019,0,Females,80955.0,5.357,5.356829326505635,12784216.0,633.2,441.5,84.0,22007.0,27.2,155.3,344865.0,29.2,"10,125",47.0
300,State and territory,5,New South Wales,0,2015,2,Persons,53600.0,4.794,4.793828049771319,7616168.0,703.8,552.9,82.0,17575.0,32.8,215.0,281955.0,39.8,"8,798",50.1
301,State and territory,5,New South Wales,1,2016,2,Persons,53694.0,4.083,4.0825516775085235,7732858.0,694.4,541.3,82.0,17426.0,32.5,207.8,273954.0,38.1,"8,719",50.0
302,State and territory,5,New South Wales,2,2017,2,Persons,52778.0,5.497,5.49746991362999,7867936.0,670.8,518.9,82.0,16995.0,32.2,197.8,265989.0,36.4,"8,398",49.4
303,State and territory,5,New South Wales,3,2018,2,Persons,53633.0,5.754,5.754359706888803,7980168.0,672.1,516.8,82.0,17707.0,33.0,201.5,275614.0,37.2,"8,573",48.4
304,State and territory,5,New South Wales,4,2019,2,Persons,56058.0,4.362,4.3615591754787575,8089817.0,692.9,527.3,82.0,18442.0,32.9,206.4,289748.0,38.6,"8,847",48.0
305,State and territory,5,Victoria,0,2015,2,Persons,39904.0,4.214,4.213623708503864,6022322.0,662.6,535.8,82.0,12399.0,31.1,197.1,200535.0,35.7,"6,095",49.2
306,State and territory,5,Victoria,1,2016,2,Persons,39450.0,4.458,4.458134729270962,6173172.0,639.1,515.7,82.0,12342.0,31.3,190.8,202413.0,35.1,"6,142",49.8
307,State and territory,5,Victoria,2,2017,2,Persons,39791.0,4.915,4.914854481804465,6321606.0,629.4,503.6,82.0,12295.0,30.9,184.0,197540.0,33.5,"6,595",50.7
308,State and territory,5,Victoria,3,2018,2,Persons,38231.0,5.529,5.529383967252204,6462019.0,591.6,471.2,82.0,12068.0,31.6,175.4,190722.0,31.7,"6,436",50.1
